Terrane;Unit;Age_Ma;Rating;S_LONG;S_LAT;P_LONG;P_LAT;A95;Reference
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
;" Salminen et al. 2023),63.6,18.5,-1.5284753764893821,157.05674442236693,,,Magnusson and Larsson,1977.0,""A paleomagnetic investigation of the Ulvö dolerite, Angermanland, central Sweden"",Lithos,1258.0,1258.0";;;;;;;;
;" Salminen et al. 2023),63.0,20.9,6.12959873188295,164.2655451031464,5.0,,Neuvonen,1966.0,""Paleomagnetism of the dike systems in Finland, II. Remanent magnetizations of dolerites in the Vaasa archipelago"",C. R. Soc. Geol. Finl.,1258.0,1258.0";;;;;;;;
; Salminen et al. 2023),62.9,18.3,-9.880578118941372,157.40715986686928,2.6,,Piper,1979.0,A paleomagnetic survey of the Jotnian dolerites of central–east Sweden,Geophys. J. R. Astron. Soc.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),62.8,18.4,0.4411409559656221,163.08772573413023,,,Fridh,1979.0,Paleomagnetisk undersökning i diabasgångar i Västernorrlands län,Gothenburg Univ. Inst. Geol. Publ.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),62.1,17.3,-12.668830136100624,146.3719908637201,,,Poorter,1975.0,Paleomagnetism of Precambrian rocks from southeast Norway and south Sweden,Phys. Earth Planet Inter.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),62.1,17.2,-11.455605892805323,159.07372282995544,8.0,,Poorter,1975.0,Paleomagnetism of Precambrian rocks from southeast Norway and south Sweden,Phys. Earth Planet Inter.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),63.0,15.1,-11.027880423125112,161.5460445976747,16.7,,Bylund,1985.0,Palaeomagnetism of middle Proterozoic basic intrusives in central Sweden and the Fennoscandian apparent polar wander path,Precambrian Res.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),62.8,16.0,-5.47432348073454,150.0099630891897,8.1,,Bylund,1985.0,Palaeomagnetism of middle Proterozoic basic intrusives in central Sweden and the Fennoscandian apparent polar wander path,Precambrian Res.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),61.7,13.1,5.0598578865282064,158.02587562497095,4.0,,Piper and Smith,1980.0,The palaeomagnetism of the Jotnian lavas and sediments and post-Jotnian dolerites of central Scandinavia,Geol. Fören. Stockholm Förhandl.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),61.4,13.8,-1.4536269716785029,148.5775980798333,5.3,,Bylund,1985.0,Palaeomagnetism of middle Proterozoic basic intrusives in central Sweden and the Fennoscandian apparent polar wander path,Precambrian Res.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),61.4,14.8,17.827721248016516,170.2137838364574,12.1,,Bylund,1985.0,Palaeomagnetism of middle Proterozoic basic intrusives in central Sweden and the Fennoscandian apparent polar wander path,Precambrian Res.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),61.0,13.0,5.70965321598392,158.3641263169189,4.4,,Piper,1980.0,Palaeomagnetic study of the rapakivi suite: proterozoic tectonics of the Baltic Shield,Earth Planet Sci. Lett.,1258.0,1258.0;;;;;;;;
; Salminen et al. 2023),60.8,13.7,1.3159691794448491,165.68110692457142,10.0,,Mulder,1971.0,Paleomagnetic research in some parts of central and southern Sweden,Sver. Geol. Unders. Ser.,1258.0,1258.0;;;;;;;;
;" Salminen et al. 2023),61.2,22.0,5.255438648241864,168.45612246936898,,,Neuvonen,1965.0,""Paleomagnetism of the dyke systems in Finland, I. Remanent magnetization of Jotnian olivine dolerites in southwestern Finland"",C. R. Soc. Geol. Finl.,1258.0,1258.0";;;;;;;;
;" Salminen et al. 2023),61.2,22.0,2.1241503919656566,158.99295101841614,4.0,,Neuvonen,1965.0,""Paleomagnetism of the dyke systems in Finland, I. Remanent magnetization of Jotnian olivine dolerites in southwestern Finland"",C. R. Soc. Geol. Finl.,1258.0,1258.0";;;;;;;;
; Salminen et al. 2023),60.5,17.1,7.273911017919005,149.6661543787148,4.0,,Poorter,1976.0,Paleomagnetism of the Svecofennian Lofthammar gabbro and some Jotnian dolerites in the Swedish part of the Baltic Shield,Phys. Earth Planet Inter.,1258.0,1258.0;;;;;;;;
;" Salminen et al. 2023),60.3,19.3,-6.17796876272503,145.85810929771884,9.2,,Neuvonen and Grundström,1969.0,""Paleomagnetism of the dike systems in Finland, II. Remanent magnetizations of dolerites and related dikes in the Åland archipelago"",Bull. Geol. Soc. Finl.,1258.0,1258.0";;;;;;;;
; Salminen et al. 2023),65.73,17.32,1.800801009857821,164.42964967732334,6.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),65.0,17.62,-3.088844237347402,171.03809484365428,8.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.77,17.55,-5.154052421677449,157.147584265832,4.4,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.72,17.9,-2.1380451551350745,145.83960242048127,14.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.7,18.4,-3.9456604155039514,155.8807315899768,8.4,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.57,18.42,-10.682899288049967,161.9052078842391,6.7,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.55,18.17,-23.560431351183638,154.77098440255475,10.7,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.52,18.57,-17.356053089096633,151.71750050051963,3.3,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.5,18.45,-16.583575174743274,165.97075084875866,11.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),64.43,17.47,-3.1395652632148767,155.44770988771597,13.8,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.97,17.01,14.514601390710439,181.77658722606495,3.3,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.23,19.02,-5.061474466855074,149.04013916745762,3.3,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.36,18.58,-13.800243281929355,158.12622240264113,4.8,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.98,18.62,-0.11912304375721305,162.16963247668895,9.2,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.35,17.57,-12.53929471453786,156.70878174135197,3.3,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.1,15.54,1.1809485434688014,158.4714403516192,7.7,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.1,15.19,-4.889844359596822,160.34198313900112,5.4,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.09,15.07,2.848388172170914,148.61211177368068,10.5,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.02,14.95,0.3555752144020943,158.24854670721055,7.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.85,14.53,10.190815489240478,165.93886328242584,6.0,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.64,15.78,6.694265253476402,159.8492568767924,13.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.64,15.94,-18.73082300998834,159.46125551064938,12.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.59,14.5,9.979507689492095,148.36795763453944,8.0,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.51,16.03,-18.583904578815307,161.37952835807232,9.6,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.4,14.5,13.945827350822086,162.9672234619184,8.0,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.38,15.47,-40.15454736717797,159.31945954569522,5.3,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.33,16.31,1.0596704261352414,166.89025150272553,14.4,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.24,15.09,16.349731130101176,166.123107376894,7.0,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.06,14.5,6.297366798852522,167.9131193475002,4.0,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.1,21.9,-0.2592295447311699,166.16661679909302,5.5,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.05,22.1,-0.13461920330330202,159.67058900779784,2.8,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.13,22.18,-1.931838314605585,153.4963142377325,4.8,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.28,21.9,-7.115950281534438,166.21874344378458,7.4,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.41,21.67,-5.537968947614189,160.08321675850644,4.4,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.3,21.67,1.5597728544719587,162.04636491193634,4.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),61.33,21.83,1.765577641656023,163.51608780940813,5.6,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),63.1,15.54,6.067905912634572,175.44904597151134,4.0,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),62.48,14.81,-3.3748310571130986,181.58775649936965,3.1,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
; Salminen et al. 2023),60.68,17.18,9.259592793827707,181.9671856798292,11.3,,Elming & Mattsson 2001 (+ several previous studies listed);;;;;;;;
